Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2021-03-01,169509,186203,168187,184917
2021-03-02,185038,188927,176874,179669
2021-03-03,179764,197601,179399,190605
2021-03-04,190542,195118,181164,183844
2021-03-05,183833,190377,177022,189603
2021-03-08,194502,201599,190275,200247
2021-03-09,200261,211303,200255,210340
2021-03-10,210435,220158,204313,218460
2021-03-11,218510,221934,207765,221545
2021-03-12,221666,222376,211909,217498
2021-03-15,230900,232811,211113,215974
2021-03-16,216112,219355,205257,217521
2021-03-17,217412,226306,210131,223852
2021-03-18,223978,232614,221297,223864
2021-03-19,223713,230441,218354,226402
2021-03-22,224167,226246,207344,210392
2021-03-23,210236,217466,204387,212122
2021-03-24,212039,224157,202866,206445
2021-03-25,206101,208354,198227,203665
2021-03-26,203730,213496,201755,212571
2021-03-29,216963,231049,216321,228530
2021-03-30,228554,235613,226356,233499
2021-03-31,233506,238029,226666,232894
2021-04-01,232836,234189,226170,229059
2021-04-05,227560,230482,222675,228116
2021-04-06,228142,231136,222684,224058
2021-04-07,223971,226582,213930,216701
2021-04-08,216546,221713,214672,220068
2021-04-09,220079,224845,219603,222184
2021-04-12,226851,233588,226049,228172
2021-04-13,228066,243582,227622,241156
2021-04-14,241237,247209,233402,238945
2021-04-15,238873,242549,236022,241208
2021-04-16,241293,241957,228095,234508
2021-04-19,213865,218227,205575,213031
2021-04-20,213055,215877,201725,215677
2021-04-21,215646,215944,206207,207576
2021-04-22,207491,209790,191878,196395
2021-04-23,196239,198296,180004,191857
2021-04-26,179473,205066,179114,201318
2021-04-27,201316,209580,199774,209168
2021-04-28,209052,212999,204211,206991
2021-04-29,207133,208220,197407,200996
2021-04-30,200948,217177,200082,216421
2021-05-03,214902,223103,212921,215090
2021-05-04,215073,216541,202388,206327
2021-05-05,206342,220615,201013,216447
2021-05-06,216568,222194,209852,213658
2021-05-07,213670,219924,209663,215861
2021-05-10,217312,223260,203870,209554
2021-05-11,209505,213271,205037,211528
2021-05-12,211495,217393,201982,205889
2021-05-13,205937,206646,176569,185747
2021-05-14,185869,192369,181671,187209
2021-05-17,168753,173821,157132,162441
2021-05-18,162218,170340,157067,159015
2021-05-19,159073,161105,111392,143848
2021-05-20,144344,156756,130069,149569
2021-05-21,149569,155173,131465,133513
2021-05-24,125671,146244,124401,142025
2021-05-25,141822,146138,133677,139081
2021-05-26,138979,149740,138524,144364
2021-05-27,144338,148456,137487,143869
2021-05-28,143850,144270,129774,131668
2021-05-31,132194,137284,125780,135117
2021-06-01,135405,138795,130424,132903
2021-06-02,132890,139482,131172,137989
2021-06-03,138052,144272,135839,142473
2021-06-04,142480,144370,131515,135081
2021-06-07,131741,134816,123499,125092
2021-06-08,125051,125621,113870,123011
2021-06-09,122921,135309,118910,134562
2021-06-10,134536,141236,131557,134424
2021-06-11,134572,138912,132179,138449
2021-06-14,144375,152658,143744,149978
2021-06-15,150034,154388,147833,149145
2021-06-16,149187,151202,143325,146207
2021-06-17,146206,150271,143196,144519
2021-06-18,144488,146188,134842,135297
2021-06-21,136513,137173,119428,119943
2021-06-22,119664,126345,109911,122748
2021-06-23,122841,131847,120463,126273
2021-06-24,126379,133460,122879,131819
2021-06-25,131754,134286,119156,121603
2021-06-28,124266,133121,124253,131120
2021-06-29,130954,138937,128926,137633
2021-06-30,137663,137663,129964,132609
2021-07-01,132660,134312,125271,127561
2021-07-02,127634,129384,124824,126603
2021-07-05,136461,136542,125912,129740
2021-07-06,129748,133413,127721,128854
2021-07-07,128869,134066,128796,131633
2021-07-08,131503,131710,123186,125413
2021-07-09,125405,129129,123758,128035
2021-07-12,131945,132740,125413,126120
2021-07-13,126137,128651,125140,126822
2021-07-14,126874,127604,123029,126801
2021-07-15,126808,128369,121011,123035
2021-07-16,123042,125120,120754,123918
2021-07-19,123595,123995,118791,119931
2021-07-20,119925,120891,114322,115758
2021-07-21,115785,127144,115036,123591
2021-07-22,123636,126504,122869,124759
2021-07-23,124687,127572,124441,125449
2021-07-26,134461,157774,134088,144728
2021-07-27,144383,150743,141769,148839
2021-07-28,148950,159114,148380,155524
2021-07-29,155532,156947,151646,152143
2021-07-30,152077,155262,147329,153806
2021-08-02,158136,158626,148676,150706
2021-08-03,150651,152740,144653,147008
2021-08-04,147089,153386,144025,152934
2021-08-05,152948,159133,143420,157169
2021-08-06,157084,168227,153644,167111
2021-08-09,172178,180551,166787,177742
2021-08-10,177770,181450,174587,178553
2021-08-11,178508,182309,176843,180836
2021-08-12,180863,180863,170697,172681
2021-08-13,172643,181457,171145,179861
2021-08-16,181467,185936,176945,178426
2021-08-17,178435,182553,173773,174465
2021-08-18,174484,178988,172513,173580
2021-08-19,173564,183923,172083,183038
2021-08-20,183039,192266,181957,190681
2021-08-23,190637,197778,190347,193377
2021-08-24,193415,194768,186094,187601
2021-08-25,187619,190906,183384,190790
2021-08-26,190761,191805,180762,183906
2021-08-27,183919,188204,180573,187465
2021-08-30,189682,191583,183761,187122
2021-08-31,187081,187305,179575,179961
2021-09-01,179850,186291,178475,184394
2021-09-02,184392,191703,183990,189312
2021-09-03,189323,193537,183711,191691
2021-09-06,196271,198709,194513,198551
2021-09-07,198585,201487,167572,177214
2021-09-08,177355,180266,170081,176094
2021-09-09,176121,181552,174244,178477
2021-09-10,178560,180788,172102,175616
2021-09-13,174209,180359,167966,173979
2021-09-14,173862,180847,172557,179799
2021-09-15,179714,187231,179432,186139
2021-09-16,186122,187951,182776,185238
2021-09-17,185209,187086,183263,185957
2021-09-20,185705,186258,167246,170869
2021-09-21,170906,172428,156747,163236
2021-09-22,163255,173158,158696,171039
2021-09-23,171076,176318,170326,175525
2021-09-24,175532,177348,160696,166772
2021-09-27,171328,174039,167777,169436
2021-09-28,169417,170624,163395,166022
2021-09-29,166129,168987,161909,164748
2021-09-30,164751,175470,164272,174165
2021-10-01,174198,189769,172438,189627
2021-10-04,188677,195590,185325,193525
2021-10-05,193450,206187,192829,205562
2021-10-06,205500,217934,200996,216894
2021-10-07,216896,218954,200647,215525
2021-10-08,215490,222672,213017,217674
2021-10-11,218318,229569,216766,226822
2021-10-12,226537,228729,215180,222582
2021-10-13,222811,227746,215007,226972
2021-10-14,226944,230767,224066,227557
2021-10-15,227521,243401,224405,241902
2021-10-18,238369,247120,236683,243958
2021-10-19,243953,253612,241441,252715
2021-10-20,252679,263682,250153,259047
2021-10-21,259016,263037,246942,247832
2021-10-22,248411,252225,238148,240978
2021-10-25,240955,253306,239477,249651
2021-10-26,249717,251671,241284,241290
2021-10-27,241834,244206,231086,234189
2021-10-28,234173,246340,231484,240172
2021-10-29,240253,251574,238611,249934
2021-11-01,245053,249616,237956,243313
2021-11-02,243302,255631,241608,250547
2021-11-03,250545,252673,242050,248154
2021-11-04,247926,248978,242044,243748
2021-11-05,243737,249403,241555,242277
2021-11-08,249943,263814,249809,263704
2021-11-09,263672,271520,262978,266673
2021-11-10,266637,275224,255188,261912
2021-11-11,261670,265030,257766,264064
2021-11-12,264098,265193,252262,260109
2021-11-15,261798,268319,259253,261211
2021-11-16,261197,261396,241411,248985
2021-11-17,248860,250462,241183,247203
2021-11-18,247063,250783,232816,232816
2021-11-19,232497,242587,228974,240418
2021-11-22,246177,246852,233249,237752
2021-11-23,237755,241779,232272,240855
2021-11-24,240772,241619,233569,238164
2021-11-25,238145,247794,238079,245929
2021-11-26,246008,247755,223023,226820
2021-11-29,233808,244434,233808,240997
2021-11-30,241050,243552,231782,235633
2021-12-01,235563,240802,230651,233172
2021-12-02,233212,234399,227295,231233
2021-12-03,231327,233510,210930,217505
2021-12-06,200570,207362,192059,206777
2021-12-07,207033,212071,203673,204841
2021-12-08,204378,208475,198262,204063
2021-12-09,204360,206725,192865,195457
2021-12-10,195617,204171,193129,197548
2021-12-13,205525,205891,188537,192952
2021-12-14,192874,200005,190422,198919
2021-12-15,198670,202566,191429,199339
2021-12-16,199518,202601,194369,195660
2021-12-17,195615,196308,186910,190267
2021-12-20,195245,195291,186805,192087
2021-12-21,191841,202331,191458,201848
2021-12-22,201851,203157,198396,200562
2021-12-23,200487,209845,196342,207450
2021-12-24,207418,211841,206096,208947
2021-12-27,208336,211386,206095,207828
2021-12-28,207894,208105,192496,194255
2021-12-29,194166,195918,189809,191668
2021-12-30,191646,194560,186194,190881
2021-12-31,191096,196987,184372,185297
2022-01-03,190767,192222,185169,187262
2022-01-04,187261,192508,184324,186703
2022-01-05,186713,190040,172011,175701
2022-01-06,175902,177125,171533,174148
2022-01-07,174088,174357,163691,167695
2022-01-10,168885,169443,159617,166738
2022-01-11,166748,172180,165507,170508
2022-01-12,170487,175223,169550,173512
2022-01-13,173498,175510,167686,169011
2022-01-14,168898,172410,165668,171384
2022-01-17,171579,172049,164903,166997
2022-01-18,166987,170785,164630,170085
2022-01-19,170161,170506,164794,167601
2022-01-20,167432,173242,163459,164833
2022-01-21,164597,164787,150310,153563
2022-01-24,141731,150874,132828,146723
2022-01-25,146734,152412,144300,149160
2022-01-26,149128,157866,147978,148818
2022-01-27,149001,151742,145337,150270
2022-01-28,150270,155731,148812,155397
2022-01-31,155476,158094,150594,156757
2022-02-01,156735,159561,154839,157014
2022-02-02,157115,157765,147293,148916
2022-02-03,148770,149393,144418,146759
2022-02-04,146774,163021,146516,161748
2022-02-07,165650,176739,165278,174825
2022-02-08,174830,180667,169401,174851
2022-02-09,174830,176261,171044,175596
2022-02-10,175507,179529,170922,173238
2022-02-11,173379,174443,168607,170565
2022-02-14,170882,172248,167402,171893
2022-02-15,171996,176611,170716,174926
2022-02-16,175009,177241,171582,174305
2022-02-17,174275,174906,159745,162270
2022-02-18,162295,163191,158313,160331
2022-02-21,155459,156885,147630,151115
2022-02-22,151000,153664,146244,152220
2022-02-23,152310,157309,150801,152840
2022-02-24,152947,163846,142285,156559
2022-02-25,156693,163521,156693,161285
2022-02-28,159234,184899,157244,180655
2022-03-01,179932,192841,179692,188173
2022-03-02,188184,194792,185639,188261
2022-03-03,188216,189581,181349,185059
2022-03-04,185122,185687,175514,176894
2022-03-07,175269,181773,170114,175235
2022-03-08,175412,178228,172044,173688
2022-03-09,173587,188042,172913,180723
2022-03-10,180861,181632,168033,171630
2022-03-11,171576,174844,166638,168338
2022-03-14,165689,172876,164612,170513
2022-03-15,170184,172496,164476,169525
2022-03-16,169474,178573,167014,173168
2022-03-17,173140,175506,170685,173116
2022-03-18,173102,180110,170171,178055
